Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
4529,2,1,2019,4.924875455683103,2,6,1026790.0663279732
3391,1,3,1977,1.4555028842910107,1,3,694917.3008745462
1832,4,3,2007,1.0682201169847934,1,5,432387.0410257919
1095,1,2,1974,1.4485165220960972,1,10,214492.39812518292
1166,5,2,2008,0.9111834718718416,1,10,319601.3915396029
3778,2,2,2006,1.5761414544553545,2,5,818613.7108034128
3378,5,1,1988,1.7347307234116436,1,8,734156.8160862669
3093,1,3,2011,0.6311983370994005,0,2,650748.6977489772
2538,5,3,1968,0.784131318173261,0,2,551463.8888534079
1808,1,3,1968,3.967012494832954,1,5,402330.051233892
4002,3,1,2010,1.073162630515465,1,10,860129.7292090545
1515,2,1,1975,1.0206559318113595,1,3,327253.4579829949
4275,4,3,1959,3.2762481232302587,0,4,896792.553841208
1360,2,1,1981,0.5996366396268326,0,5,262382.8522740563
4968,4,3,1994,0.8404749675684988,1,6,1043830.2913439176
3728,2,3,2003,3.4751330529291344,1,7,816939.5874308393
2073,2,3,1963,3.4825832339437475,0,8,438849.2345292175
1560,1,1,1999,3.610453142239432,0,9,359657.9955923103
3262,2,3,2015,0.8941608383267587,1,3,696027.2851612554
1984,5,1,1957,4.376811682521021,0,2,472657.61431723344
4354,2,2,2017,1.768635693071281,2,5,935626.95292811
4094,4,1,2021,3.795748009688997,1,10,933332.7201261588
1354,2,3,2008,4.852686143868645,1,3,370260.6031667921
1654,5,2,2021,0.9952847789050184,2,10,417416.2622542783
660,1,1,2016,3.5856524432013974,0,6,203447.4833684562
4671,4,3,2017,1.9312230764791345,1,7,1028282.3118218936
2643,3,3,1966,0.7164153968541594,0,9,530326.7865334606
3781,2,1,2007,1.844522919744132,1,5,826587.7969711117
1304,2,3,1960,2.4492340009182487,1,9,277832.10571177263
1414,5,1,1996,3.6519430962042674,2,9,372292.6033923184
1451,5,3,1972,1.940122924530764,1,8,338786.44407016825
619,5,1,2020,2.852420637028414,2,5,224507.20014868543
4974,5,2,2000,3.709561406375016,2,10,1107045.062935083
3556,4,3,1968,4.961541055292564,1,10,796875.0927818617
4913,1,1,1972,1.177736464482233,1,4,977158.5923179968
3587,2,3,1966,2.848788515653537,0,3,720883.657171062
864,5,3,2012,1.0958207607340458,0,7,250123.469112831
2765,4,1,2002,3.0144467508097894,2,4,630531.7401285437
2700,5,3,1965,3.1087677069375115,2,4,617900.4948407207
4685,1,1,1956,4.70827439026922,2,6,955223.3951427988
3652,2,1,1968,0.9244734183096964,2,7,734985.0630470021
2868,1,2,1986,0.9436231716008556,1,10,581948.159950993
1491,2,3,1991,1.3966067948374132,2,10,346010.94983818056
1103,5,1,1985,3.770774739717069,1,1,280149.1863612468
2334,5,1,1966,2.3511855713566523,2,7,515300.5927029035
4413,3,2,2002,4.750995794769929,1,9,983106.2224146988
2690,4,1,2017,0.6058962248634445,0,2,574383.5478606392
4491,4,2,1994,3.399155256428652,0,4,965816.66811073
534,3,1,2016,2.527153571617679,0,10,187508.58531168045
3008,4,2,2008,4.3855957865365855,2,4,716524.6919885611
4952,4,3,1995,4.725027320185737,2,9,1099211.6405116057
2253,3,2,2012,3.95657680271397,1,4,551444.6316158974
4718,1,1,2016,3.0702303438006244,2,6,981510.89525884
4081,1,1,1997,1.404793184224753,1,7,834105.7943401121
1304,5,2,1968,4.849463824484371,2,6,357477.332666952
4545,1,3,1970,4.34417355048801,2,7,973850.3282632278
1376,5,1,1992,1.8707106009838568,1,6,335417.6369743354
614,2,3,1956,3.9330200099946384,0,9,172534.44400203408
1171,3,1,1958,0.6937358122205086,1,6,206781.75744307123
1863,5,1,1953,1.317754819526704,1,5,376388.0216286443
4384,3,2,2017,2.9661456049890806,2,7,985223.9966541852
4776,5,2,1971,3.9916018976328766,0,10,1038652.4247755758
3339,2,3,1961,3.1501988372550387,0,5,722543.0796460027
1175,4,2,1978,4.677725775363384,0,7,310471.3888855296
4646,4,1,2012,4.974868704014931,1,7,1046163.3264236908
1297,2,3,1970,1.1493914032472137,2,1,284798.2134604166
4623,2,2,1955,4.357362456768149,1,7,972040.0599877926
3867,1,2,1952,1.8854887190731224,0,2,760436.8893623694
732,3,3,1953,3.044389854234841,1,4,190802.0703078011
2876,3,2,2011,4.223104496717655,1,10,663568.5126665218
1829,4,3,1959,3.4170615382194365,0,4,417900.59093719104
2000,3,1,2008,3.679854185604184,0,10,485622.401919989
2031,3,2,1993,4.730993625070783,2,10,501692.8515892058
2363,1,3,2008,3.2844743466845223,0,6,528869.8625493657
2215,5,2,1966,3.7183390465110855,0,9,486872.0567091347
2193,5,1,1968,3.6618809263620298,0,10,497340.9981159924
2826,3,3,2020,0.7498626476411775,2,1,632482.6223597979
4650,3,3,1955,3.531657800939704,2,10,988234.6180212416
2068,3,1,1965,1.397773917183238,1,5,414808.6543176996
1323,4,1,1986,4.384109919810825,1,6,362719.62685852055
1562,2,3,1967,1.391429825241303,1,10,355453.1829292205
1100,1,1,1976,3.370558435488327,1,2,241079.3234902556
1754,2,2,1998,0.9197215105017644,2,4,398823.2673263778
2365,2,2,1987,2.588300102320271,0,10,510534.1603835063
2704,3,2,1950,1.1829893443299593,0,2,539133.0843265855
3622,1,3,1966,2.497567245439602,0,7,734501.9542665192
3011,4,3,1984,1.890301955306687,1,1,658260.7060110456
1545,1,2,1970,3.173372512563706,1,3,338170.31528112484
2486,4,1,1979,2.366668037250262,0,7,543734.421890143
2496,3,2,2014,1.8448571086656385,2,9,551668.6465406333
3793,1,1,1988,4.976078743384193,0,2,804450.0990071343
3465,4,3,2003,0.657226608826948,2,3,749471.4241491086
3447,5,3,2021,4.264243207781151,2,3,830557.1687018349
1512,3,2,2003,3.643387813441117,0,5,389645.3296127529
3160,1,3,1976,1.2183120564447525,0,6,627322.941247679
3554,5,2,2008,3.214364745266004,2,1,826606.0146181242
3567,3,3,1972,3.1854938898276037,2,9,779362.3561113286
3505,2,3,1968,4.433768069706617,1,8,745670.6371477235
1752,2,1,1979,2.77078561073463,1,7,373171.5899458196
4235,3,3,2000,1.9116793042342937,1,8,917235.4105319374
3002,5,2,2014,2.4400058229365227,0,4,690243.7506863925
3266,5,2,1983,3.7078069813742975,2,7,738226.711971728
1293,1,1,1968,3.173638382404059,1,5,279607.45517641783
1450,3,3,1995,0.5243221565270144,1,6,325738.14789058163
1222,4,2,1974,2.644075720577298,0,8,291123.86737050366
2031,2,3,2013,4.010851708173478,1,1,496840.5291926289
904,3,3,1957,1.2123675504752645,0,5,198204.1283050715
3945,5,3,2000,2.368584375503182,1,8,860329.4923109863
4072,1,1,2004,4.524819748918283,0,5,889695.2695039134
4246,5,1,2014,1.6941655022088895,2,6,934919.3827777772
3940,4,2,1966,3.2484682880826736,0,7,842172.2092376931
3618,3,2,2006,2.329505527136469,0,1,793421.1417884243
3068,3,1,1986,2.0759134599082865,0,8,654466.9454086807
1394,4,1,1983,4.352596245561846,0,5,338350.5954344411
2085,5,1,1975,1.5419679618427198,2,10,467768.122943975
4725,4,2,1953,3.6562247850186056,2,2,993240.2813625648
879,4,1,1996,0.7189594864777099,2,4,217010.48526715024
1376,5,2,1986,3.488907708823036,1,8,348893.55395287194
4969,2,3,2009,2.856139183496538,1,5,1064774.9343224152
4723,5,2,1950,1.9309214810315072,0,7,964865.2986386952
4991,2,1,1996,0.6867462523238574,2,1,1023975.1331555475
4570,4,3,1967,2.8080367498346424,2,7,972537.496467423
4702,2,1,1964,2.963621704380434,2,9,967780.6667222162
2070,3,3,2012,2.9374088819754194,2,7,525582.3102214569
970,4,2,1981,2.3488569132822343,1,1,258717.68020973945
2145,4,1,2009,4.659291818575976,2,1,524818.9633293215
3624,2,1,2022,2.0617806582472773,1,3,786580.3015186453
3974,4,3,2018,4.219934258572882,0,6,928059.7129533672
664,2,2,1982,2.296250575299588,2,8,170024.87591657112
4143,3,3,1969,4.953903860342006,1,8,891638.5086964626
4636,4,1,1969,3.6486734274476422,2,7,985351.0239129456
1188,5,3,2020,1.5157747572760734,2,3,342365.20713846444
3949,1,1,2008,4.0314635682124464,0,5,833283.0644545743
4462,4,2,2016,3.2075697380823325,1,4,1010589.32913523
1648,3,1,1960,2.2806858360820668,2,2,342303.6892675472
2556,4,1,1983,4.771403119314011,2,8,607698.7371081988
1562,1,1,2003,3.2882716712521503,0,2,370689.5462510848
3125,5,1,1970,2.899631296755961,1,9,667696.0449735246
1995,2,1,1983,0.5658271649495408,1,1,397482.74798703607
2575,2,2,1981,2.439427558643699,0,5,545482.7420093057
2395,2,3,1990,2.473055218627602,2,2,534533.0200368982
1025,4,3,2019,1.4489880245635467,0,6,282660.2192955372
1269,2,2,2006,3.5550397628502823,1,9,335332.59275293903
3734,3,2,2005,0.6123479995402572,0,1,785248.3619879358
1466,4,3,1954,3.4982053766556733,2,1,343678.93524860224
1330,3,3,1962,2.6189031030042957,1,7,300656.0790681994
4269,3,1,1962,4.439325313048254,2,5,934942.0571329228
4137,1,3,1976,4.428587273133722,2,3,887527.9071799915
885,3,2,1960,1.797132097253158,0,6,194353.7361399757
626,2,1,1959,1.178093691503752,2,1,113576.5123703764
3024,4,1,2001,4.480624818145345,1,9,698124.6114710766
1528,4,1,1960,2.367370469300352,0,9,323118.7393152309
2028,2,3,1967,1.784789510533302,2,2,434165.8966340506
3116,4,3,2001,1.830445437256184,1,3,696224.0924052008
3060,3,1,1969,2.9081855015615763,2,6,638284.4789553601
2222,1,1,1994,4.813240260504831,0,8,515813.7578353911
4363,5,2,2018,4.9338672452927845,1,3,1008539.156234348
625,3,1,2007,2.389319139588429,0,2,185569.89426877032
3670,3,3,2012,2.0637818709133144,1,7,813296.8090259811
2743,4,2,1981,2.2014534640435284,1,5,606157.4972713309
1702,2,3,1994,2.8023736213355632,0,8,402002.4844273374
4376,2,3,1997,4.383540707302521,0,4,953339.7306451156
2055,1,3,2011,1.8635787814191351,0,3,460741.2339285246
3572,2,2,1957,1.827825571689392,1,10,720713.4288162608
2494,3,1,1990,4.112830440479957,1,3,578870.7619594942
3848,4,2,2016,1.7531182801739855,1,3,841676.0140843305
3608,1,2,1972,4.729693063864201,0,9,775773.2237663032
2306,1,2,2014,3.637739385742356,2,5,530824.1967752124
1756,4,2,1962,0.7036213505849953,0,10,364834.6821527956
1669,5,1,1978,4.087449826604432,2,9,416605.60725276713
1489,4,2,2009,0.7961529231075941,0,10,347769.0613211003
1059,4,3,1957,4.180353375447632,0,2,263760.9441483153
2622,5,3,2019,0.6981817072480898,2,1,604936.830452781
1516,1,3,1985,2.493767130486895,2,6,353129.5684734057
1159,1,2,1957,2.802360730527847,2,3,250101.5473305484
2565,4,1,1987,0.7485013433436281,0,2,527544.910534171
1559,1,1,2003,2.528493277488637,1,4,364658.5286208398
1063,3,2,1966,3.855890205842567,1,1,266533.05392411625
3876,1,1,1974,3.625941977645789,0,5,793323.8127937265
1167,1,1,1967,0.9443174309719964,2,10,219652.59801356145
509,5,3,1957,1.4386476548347282,1,1,140538.08318538152
3825,3,3,1991,3.30229527031775,1,10,843637.4594569862
4175,1,3,1962,3.452247598890668,1,10,848824.7742976189
3835,3,2,1958,4.011565382330714,2,9,806269.4033782159
2982,1,1,2005,2.5871641237745595,2,9,646118.3979191775
1743,4,3,2008,2.5807602961064333,0,5,435500.9447943791
3450,1,2,2019,0.8441597997469088,0,8,724814.2264216079
3190,2,1,1973,3.912202814252266,2,1,684824.5348634415
4742,1,1,1977,0.8358729398574296,2,10,931856.9695152728
3433,3,2,2004,1.1169025613544044,2,5,739205.5159327254
1363,4,1,1977,4.408878379205415,1,1,340069.229775934
4297,3,2,1957,3.2651859988023406,2,2,910000.3859570916
3175,5,3,2004,4.040187533182891,1,4,744681.397063456
2692,1,3,1959,1.0812850035939967,0,7,525408.9155105908
4533,2,1,1971,2.856202462186753,1,6,940711.9831153804
1327,1,2,2016,2.1323912017961844,0,3,312914.00307582016
2316,3,3,1999,4.740725543010246,1,1,570289.0160760867
3728,2,1,1984,1.629860466493255,0,6,771385.1497807608
1978,4,2,1999,3.8438669283412095,1,7,485380.95019563066
3499,5,1,2021,3.5004735940275373,1,5,804433.8093218554
2469,5,3,1960,4.014337386399959,2,2,583183.4309103092
3505,3,1,1983,4.126905053904126,0,3,753186.167662594
2680,4,1,1985,3.87512785463986,2,3,600207.3340100806
3311,5,2,1975,0.52405772384464,0,3,688516.5046690886
566,1,3,2010,1.087255688527329,0,1,158454.83915736206
1618,3,1,1959,1.9036035749151736,1,4,340874.6232811248
4993,3,2,1966,2.237953967676638,1,3,1020324.7565966452
4145,3,1,1993,3.2243529087841427,1,7,898283.8867356428
4136,5,3,1995,3.187815891590612,2,8,926531.8100085806
2762,2,2,1976,4.5109319286213445,1,6,619407.6279156839
3824,3,2,1971,3.0256505513371583,2,8,809782.1662261934
3475,1,1,1983,2.983447113895336,2,7,731899.435616318
2343,1,3,1974,3.79851628832759,1,5,507554.9440535184
3936,3,1,2002,0.7993742369488486,0,8,815811.6827370644
3411,1,3,2014,0.8119774867449414,2,2,719969.4352945103
554,3,2,1954,1.5464359922938475,2,6,120795.5523667112
891,2,2,2002,1.4325903489599523,1,9,209632.84147750464
3946,2,1,1962,0.927087985703058,1,8,779202.6809723858
4423,1,1,1965,3.865074573917176,0,5,888140.07598706
857,5,3,1984,1.6427199736566327,1,4,252024.0176812598
690,4,3,1957,3.5118887412284563,2,4,203867.04292282808
1566,3,3,1991,3.244737013682233,0,8,367024.37943296967
4985,1,2,1990,1.6080987243677003,1,5,1032002.2381140392
2178,1,2,2013,1.101427616347331,1,10,480961.44203831744
3212,4,1,1975,1.7552213423306453,1,9,665969.5719032948
3767,5,3,1981,1.5203353298312503,2,4,824529.5721138918
4955,1,1,1970,1.908725652784161,2,6,995441.7102207708
4798,5,1,1997,3.3450716789053745,2,1,1045202.3496436334
2541,5,1,2005,1.4358036168022548,0,8,565562.7504321395
3568,2,3,2022,3.9462306765570943,1,2,818706.7764361517
1424,4,3,1954,4.428989792439024,2,6,379005.7118671184
2353,3,3,1956,4.026975750577622,1,5,534464.9120087984
3261,4,1,1978,2.165110358642672,2,10,701493.9970692651
2761,2,2,1985,2.451967547081079,1,6,596339.5709584419
2420,5,3,1973,2.8837128474876543,2,10,560889.7929688855
2029,1,3,1966,4.2069532810960535,1,8,455122.0999589496
4607,4,1,1983,3.15476547260814,0,10,978190.835072989
1069,5,1,1957,0.8366954233773787,1,5,234389.76681767972
3854,2,1,1974,3.2734152150480336,1,8,811129.4971755756
4244,2,3,1973,3.622125006353353,0,1,926488.454118578
742,1,2,2002,2.138507487547248,0,10,181191.0670440434
4514,4,3,2008,4.917683041345137,0,4,1046315.8960136625
697,1,3,1977,4.061585934002835,1,9,202427.97400689824
2302,5,2,1957,2.2060744626904114,2,3,501913.6471080413
2481,3,2,1961,1.7530589586810783,2,3,513720.44181706064
3783,4,3,1963,4.626239216904121,2,10,839074.0204275192
4785,1,3,1992,0.9817573034938372,2,7,972746.6952602348
3705,5,1,1988,2.672210628846205,2,10,808905.5849604708
820,4,1,2018,1.0650451038676312,2,2,236054.0002831533
4880,3,1,2008,4.66035110929355,1,5,1075814.4318808403
1666,3,3,2009,2.653232523151829,2,10,412045.7826588494
1454,4,1,2010,2.9946050654736607,1,3,369854.9244932172
3897,3,2,1996,3.677713259535744,0,10,837398.565143556
1776,4,3,2006,4.228196602528584,2,4,468699.4412955908
3921,2,3,2005,3.790208050047128,1,3,889364.8170683798
4084,3,3,1958,3.1163769751190924,2,8,858011.5135429478
3948,1,1,2017,1.759516935108921,0,5,823529.5488742903
4926,2,1,1993,4.699072554837388,0,8,1041740.8589249004
2482,1,3,1959,1.8663077216472808,2,6,507185.45440816105
1831,4,3,2010,0.7105363023729583,1,9,432687.983790756
1080,4,3,1977,2.3124912495480494,2,3,270230.63769827964
1419,2,3,1955,3.047322409016743,2,6,312202.08717502066
3670,4,1,1995,4.247743558410841,2,10,838774.4840391098
3620,4,1,1978,2.228191872759952,0,5,738643.2007694525
2849,1,1,1996,3.7591453737461,1,5,604718.223692736
4007,2,3,1989,4.659144235714022,0,2,897176.5668201512
1123,5,2,1950,2.6117835229660566,2,2,267132.4135848208
1718,5,3,1988,3.1302490798885563,0,6,424712.5512524801
4077,2,1,1989,4.687891143583819,2,6,886451.6346786668
3037,1,3,2014,3.3376142371239155,2,8,699683.2484112402
780,2,1,2008,2.590759259640369,2,1,217462.4450570884
2891,2,3,1982,3.9784402458751407,0,2,635097.3959198
3830,3,2,1983,2.8541435931372434,1,4,827140.4447152761
1268,5,3,1954,3.0768928390201307,2,8,321199.3469094537
2886,5,1,1957,2.9345130451744814,2,5,619360.9693678387
2455,3,2,1953,4.951479892809876,0,10,527393.5128875901
2469,5,1,1987,4.438031200511212,2,9,600564.2006890622
2535,1,2,2017,0.774532143524277,2,5,533656.3940212176
4236,4,3,1970,1.284095307404208,1,2,872676.434152397
4992,4,2,1960,4.25779675454759,1,10,1068538.1056038716
616,2,3,1965,3.4613716313713567,1,7,180393.6281134625
3004,1,2,1993,4.082033310922775,0,9,647388.2995956682
3794,1,1,1987,2.0768596250458886,0,1,783176.6365627198
3412,3,2,1966,4.743778538331372,2,10,744040.0563316267
1582,5,2,1956,4.48528893908798,1,5,396246.3588887452
3274,4,1,2004,2.808149741486446,1,3,724842.1846929234
4507,2,3,2014,4.122336786796645,0,7,985499.1963159838
4632,4,1,1977,4.650653681015463,2,10,997885.7696999718
1660,3,2,1961,3.639723383989818,1,4,357130.1202818031
974,4,1,2006,4.51040032878621,2,1,280961.6803897855
1013,1,1,1977,4.737095837302702,1,7,248621.82614873743
3810,2,1,1981,4.245877325346138,2,5,821117.7482116626
3057,3,2,1966,1.4187495162570936,0,2,624112.1600204634
2173,5,3,1978,4.598612019364159,2,1,552158.5008426193
862,2,1,2012,2.716695523498164,2,7,234762.8244790115
3998,4,2,1976,4.768263244481877,0,8,866618.3890237983
1428,4,2,1985,4.201225921806022,1,3,369407.96419171983
4077,1,1,2003,1.816323914643134,1,7,848697.2899849606
516,5,3,1959,3.57554199833379,1,1,171023.95659837997
3145,2,1,1955,1.1452791650490164,2,5,613606.1874695573
4656,1,2,1959,2.2920250728110525,0,2,913774.3890331694
4830,1,2,2010,2.550286203967632,2,4,1027285.7703285776
3657,3,1,1961,2.9720419020624096,0,10,747384.0608082061
4880,2,2,1952,4.206228893591852,0,10,1004325.3931894517
2294,5,1,1968,1.0969005992042893,0,1,475767.3504503976
4248,3,3,1964,1.4775389890385486,2,6,883626.6203857235
3331,3,3,1969,0.8723031783065185,2,1,687869.2513012193
1639,2,2,2008,2.281827149364222,1,9,395042.3550597105
1705,2,1,1977,1.9662055734671813,1,9,354744.6305953098
4056,3,3,1992,2.7975280793420216,1,4,883819.0911218557
3845,3,1,2014,4.989302700131234,2,7,888020.5575222683
1023,4,1,1997,3.4612474273754934,2,2,287822.3768776313
4915,5,2,1956,1.9939923240699435,1,3,1011770.8785945608
3401,5,3,1996,3.5424726161645834,1,5,786584.6102391081
564,5,3,2018,2.844829357287745,2,4,242865.9315016322
2688,2,3,1997,2.2904787900066035,0,10,601890.2919093702
837,4,1,1967,2.1795852037065524,1,10,191117.1012230497
1010,5,1,1972,4.531478815366968,1,4,261227.3187203414
3772,5,1,2005,0.5708431084805464,0,2,819125.6470544274
1945,5,3,1994,0.8141029457658302,0,6,438250.1761546225
2500,2,2,1990,0.7330364992976759,1,8,517128.7578663306
2185,4,2,1981,3.9416043760667474,2,5,504176.5060593679
4143,1,2,1984,2.723664517870472,1,8,845141.6166638864
2070,4,2,1978,3.4537363672314525,1,8,473629.2215424205
4262,2,1,1978,3.401875502667409,0,9,894261.7196452515
2401,2,1,1988,1.8838840797070533,1,6,504682.30124801846
2606,4,2,1962,4.055066787019469,0,2,572024.023634332
3290,3,1,1954,3.759549828482928,1,10,696709.415289048
3306,3,1,2017,1.8611556312556696,2,2,733612.8163648158
3802,2,2,1975,3.995557175332522,2,4,816173.7524264855
1495,3,2,1986,2.074752227883379,2,1,346932.6209008944
3233,2,2,1955,2.884465674898368,1,4,660507.8198303543
3213,4,2,1950,2.989003869762672,2,10,665309.7683934513
1752,3,2,2009,2.8053515609918627,1,6,432824.65856336313
2565,1,1,2004,1.038028989884254,2,5,530476.1232749791
2527,2,1,1998,3.548630366705628,0,6,551967.8882668803
4606,4,2,1990,0.6252975840983603,2,8,974421.4462019108
988,4,2,1986,3.542564289147306,2,6,294558.07202157495
4677,4,3,1964,2.017862764103689,1,1,965304.8489878176
3537,4,1,2018,1.9944940248865608,1,1,769763.673034886
3203,3,3,1950,3.648604590764188,2,2,673586.747670695
4734,5,3,1969,3.773881536012927,0,4,1021159.6924822456
4615,4,2,2000,1.7211468359255475,1,4,993273.0796606252
